1.500000000000000038e-06 2.250000000000000057e-06
2.250000000000000057e-06 3.000000000000000076e-06
3.000000000000000076e-06 3.999999999999999819e-06
3.999999999999999819e-06 5.000000000000000409e-06
5.000000000000000409e-06 6.000000000000000152e-06
6.000000000000000152e-06 6.999999999999999895e-06
6.999999999999999895e-06 7.999999999999999638e-06
7.999999999999999638e-06 9.000000000000000228e-06
9.000000000000000228e-06 1.049999999999999942e-05
1.049999999999999942e-05 1.200000000000000030e-05
1.200000000000000030e-05 1.349999999999999949e-05
1.349999999999999949e-05 1.500000000000000038e-05
1.500000000000000038e-05 1.650000000000000127e-05
1.650000000000000127e-05 1.800000000000000046e-05
1.800000000000000046e-05 1.949999999999999965e-05
1.949999999999999965e-05 2.099999999999999884e-05
2.099999999999999884e-05 2.300000000000000002e-05
2.300000000000000002e-05 2.500000000000000120e-05
