1.05E-06	1.20E-06
1.20E-06	1.35E-06
1.35E-06	1.50E-06
1.50E-06	1.80E-06
1.80E-06	2.10E-06
2.10E-06	2.55E-06
2.55E-06	3.35E-06
3.35E-06	4.00E-06
4.00E-06	4.65E-06
4.65E-06	5.20E-06
5.20E-06	5.80E-06
5.80E-06	6.55E-06
6.55E-06	7.55E-06
7.55E-06	8.55E-06
8.55E-06	9.85E-06
9.85E-06	1.13E-05
1.13E-05	1.28E-05
1.28E-05	1.45E-05
1.45E-05	1.63E-05
1.63E-05	1.91E-05
