1.05e-06	1.2e-06
1.2e-06	1.35e-06
1.35e-06	1.5e-06
1.5e-06	1.8e-06
1.8e-06	2.1e-06
2.1e-06	2.55e-06
2.55e-06	3.35e-06
3.35e-06	4e-06
4e-06	4.65e-06
4.65e-06	5.2e-06
5.2e-06	5.8e-06
5.8e-06	6.55e-06
6.55e-06	7.55e-06
7.55e-06	8.55e-06
8.55e-06	9.85e-06
9.85e-06	1.13e-05
1.13e-05	1.28e-05
1.28e-05	1.45e-05
1.45e-05	1.63e-05
1.63e-05	1.91e-05
